win	group	t_start	t_end	alive_after
000	priv	1784121795.185501	1784121800.250512	1
001	cache	1784121800.250579	1784121805.272504	1
002	mlp	1784121805.272596	1784121810.291842	1
003	fpbr	1784121810.291920	1784121815.311152	1
004	fe	1784121815.311238	1784121820.332228	1
005	dram_bw	1784121820.332314	1784121825.351782	1
006	core_ports	1784121825.351859	1784121830.373890	1
007	fe_lat	1784121830.373970	1784121835.405015	1
008	core_ports	1784121835.406132	1784121840.431215	1
009	cache	1784121840.431296	1784121845.453412	1
010	dram_bw	1784121845.453493	1784121850.474398	1
011	mlp	1784121850.474484	1784121855.498909	1
012	fpbr	1784121855.498992	1784121860.520033	1
013	fe	1784121860.520112	1784121865.541820	1
014	fe_lat	1784121865.541902	1784121870.564382	1
015	priv	1784121870.564467	1784121875.584141	1
016	priv	1784121875.585247	1784121880.605066	1
017	fe	1784121880.605125	1784121885.626676	1
018	mlp	1784121885.626758	1784121890.650436	1
019	fpbr	1784121890.650495	1784121895.671718	1
020	fe_lat	1784121895.671775	1784121900.692711	1
021	cache	1784121900.692770	1784121905.713842	1
022	dram_bw	1784121905.713899	1784121910.732221	1
023	core_ports	1784121910.732281	1784121915.752443	1
024	mlp	1784121915.753476	1784121920.773259	1
025	fpbr	1784121920.773318	1784121925.794812	1
026	fe_lat	1784121925.794869	1784121930.825228	1
027	fe	1784121930.825310	1784121935.859216	1
028	priv	1784121935.859301	1784121940.881741	1
029	core_ports	1784121940.881821	1784121945.904380	1
030	dram_bw	1784121945.904457	1784121950.924078	1
031	cache	1784121950.924156	1784121955.945243	1
032	fe	1784121955.946611	1784121960.967343	1
033	dram_bw	1784121960.967420	1784121965.986039	1
034	core_ports	1784121965.986115	1784121971.007376	1
035	fpbr	1784121971.007454	1784121976.026593	1
036	mlp	1784121976.026668	1784121981.045214	1
037	priv	1784121981.045294	1784121986.070208	1
038	fe_lat	1784121986.070268	1784121991.100907	1
039	cache	1784121991.100993	1784121996.122550	1
040	dram_bw	1784121996.123665	1784122001.146743	1
041	fpbr	1784122001.146821	1784122006.175577	1
042	fe_lat	1784122006.175654	1784122011.197993	1
043	fe	1784122011.198072	1784122016.224384	1
044	mlp	1784122016.224461	1784122021.243738	1
045	cache	1784122021.243818	1784122026.264420	1
046	core_ports	1784122026.264496	1784122031.291731	1
047	priv	1784122031.291806	1784122036.320081	1
048	core_ports	1784122036.321143	1784122041.347190	1
