win	group	t_start	t_end	alive_after
049	cache	1784122041.347254	1784122046.373843	1
050	fpbr	1784122046.373905	1784122051.407096	1
051	fe_lat	1784122051.407155	1784122056.431430	1
052	mlp	1784122056.431490	1784122061.448907	1
053	dram_bw	1784122061.448966	1784122066.467229	1
054	priv	1784122066.467291	1784122071.486052	1
055	fe	1784122071.486111	1784122076.507367	1
056	mlp	1784122076.508586	1784122081.526369	1
057	core_ports	1784122081.526429	1784122086.547463	1
058	priv	1784122086.547523	1784122091.566633	1
059	dram_bw	1784122091.566692	1784122096.585877	1
060	fe_lat	1784122096.585936	1784122101.607603	1
061	cache	1784122101.607665	1784122106.632273	1
062	fpbr	1784122106.632347	1784122111.658159	1
063	fe	1784122111.658234	1784122116.678779	1
064	fe_lat	1784122116.679822	1784122121.700002	1
065	priv	1784122121.700063	1784122126.718871	1
066	dram_bw	1784122126.718933	1784122131.737286	1
067	core_ports	1784122131.737355	1784122136.759064	1
068	fe	1784122136.759122	1784122141.782769	1
069	fpbr	1784122141.782828	1784122146.806790	1
070	cache	1784122146.806851	1784122151.831555	1
071	mlp	1784122151.831613	1784122156.852706	1
072	cache	1784122156.854159	1784122161.879350	1
073	fpbr	1784122161.879430	1784122166.898785	1
074	mlp	1784122166.898864	1784122171.916724	1
075	fe	1784122171.916802	1784122176.938604	1
076	fe_lat	1784122176.938678	1784122181.961116	1
077	priv	1784122181.961176	1784122186.980898	1
078	dram_bw	1784122186.980974	1784122191.999456	1
079	core_ports	1784122191.999537	1784122197.021444	1
080	priv	1784122197.022568	1784122202.044048	1
081	fe_lat	1784122202.044111	1784122207.075621	1
082	fe	1784122207.075702	1784122212.097088	1
083	dram_bw	1784122212.097171	1784122217.115992	1
084	cache	1784122217.116055	1784122222.139268	1
085	core_ports	1784122222.139361	1784122227.164252	1
086	mlp	1784122227.164314	1784122232.194030	1
087	fpbr	1784122232.194091	1784122237.218213	1
088	cache	1784122237.219416	1784122242.240390	1
089	fe_lat	1784122242.240471	1784122247.261625	1
090	fpbr	1784122247.261702	1784122252.281843	1
091	mlp	1784122252.281921	1784122257.302158	1
092	dram_bw	1784122257.302217	1784122262.325047	1
093	core_ports	1784122262.325106	1784122267.345867	1
094	priv	1784122267.345923	1784122272.365755	1
095	fe	1784122272.365816	1784122277.387348	1
096	fe_lat	1784122277.388384	1784122282.410026	1
097	fe	1784122282.410088	1784122287.432032	1
098	mlp	1784122287.432092	1784122292.450204	1
099	priv	1784122292.450286	1784122297.470448	1
100	dram_bw	1784122297.470506	1784122302.493727	1
101	fpbr	1784122302.493787	1784122307.521301	1
102	core_ports	1784122307.521369	1784122312.542383	1
103	cache	1784122312.542466	1784122317.562910	1
104	dram_bw	1784122317.564025	1784122322.583273	1
105	fpbr	1784122322.583346	1784122327.602156	1
106	core_ports	1784122327.602214	1784122332.628492	1
107	fe	1784122332.628576	1784122337.650374	1
108	priv	1784122337.650436	1784122342.669030	1
109	fe_lat	1784122342.669089	1784122347.691062	1
110	cache	1784122347.691120	1784122352.713069	1
111	mlp	1784122352.713149	1784122357.731703	1
112	fpbr	1784122357.732726	1784122362.757511	1
113	dram_bw	1784122362.757573	1784122367.779477	1
114	priv	1784122367.779555	1784122372.812045	1
115	core_ports	1784122372.812124	1784122377.839034	1
116	cache	1784122377.839114	1784122382.864592	1
117	fe_lat	1784122382.864651	1784122387.885696	1
118	mlp	1784122387.885754	1784122392.903179	1
119	fe	1784122392.903237	1784122397.934110	1
120	mlp	1784122397.935685	1784122402.959945	1
121	cache	1784122402.960027	1784122407.980986	1
122	fpbr	1784122407.981068	1784122413.006793	1
123	priv	1784122413.006850	1784122418.034000	1
124	core_ports	1784122418.034059	1784122423.055280	1
125	fe	1784122423.055349	1784122428.075412	1
126	dram_bw	1784122428.075474	1784122433.094957	1
127	fe_lat	1784122433.095017	1784122438.123012	1
128	fpbr	1784122438.124044	1784122443.142872	1
129	mlp	1784122443.142933	1784122448.160324	1
130	fe_lat	1784122448.160390	1784122453.184247	0
