win	group	t_start	t_end	alive_after
000	dram_bw	1784070979.124193	1784070984.170938	1
001	dram_bw	1784070984.177526	1784070989.200365	1
002	dram_bw	1784070989.206808	1784070994.229998	1
003	dram_bw	1784070994.236301	1784070999.258614	1
004	dram_bw	1784070999.264802	1784071004.285783	1
005	dram_bw	1784071004.291556	1784071009.313549	1
006	dram_bw	1784071009.319892	1784071014.342451	1
007	dram_bw	1784071014.348604	1784071019.370282	1
008	dram_bw	1784071019.375994	1784071024.397137	1
009	dram_bw	1784071024.402945	1784071029.424747	1
010	dram_bw	1784071029.431296	1784071034.453361	1
011	dram_bw	1784071034.459283	1784071039.480647	1
012	dram_bw	1784071039.486590	1784071044.508721	1
013	dram_bw	1784071044.514795	1784071049.536624	1
014	dram_bw	1784071049.542591	1784071054.563611	1
015	dram_bw	1784071054.569518	1784071059.590324	1
016	dram_bw	1784071059.595929	1784071064.617015	1
017	dram_bw	1784071064.623348	1784071069.645767	1
018	dram_bw	1784071069.651602	1784071074.673351	1
019	dram_bw	1784071074.679004	1784071079.699635	1
020	dram_bw	1784071079.705520	1784071084.726347	1
021	dram_bw	1784071084.732627	1784071089.753620	1
022	dram_bw	1784071089.759601	1784071094.782232	1
023	dram_bw	1784071094.788057	1784071099.833080	1
024	dram_bw	1784071099.839019	1784071104.860006	1
025	dram_bw	1784071104.865590	1784071109.887268	1
026	dram_bw	1784071109.892941	1784071114.914504	1
027	dram_bw	1784071114.920184	1784071119.940976	1
028	dram_bw	1784071119.946829	1784071124.967688	1
029	dram_bw	1784071124.973566	1784071129.994359	1
030	dram_bw	1784071130.000003	1784071135.021684	1
031	dram_bw	1784071135.027866	1784071140.049004	1
032	dram_bw	1784071140.054803	1784071145.075699	1
033	dram_bw	1784071145.081454	1784071150.102443	1
034	dram_bw	1784071150.108019	1784071155.129266	1
035	dram_bw	1784071155.135192	1784071160.157461	1
036	dram_bw	1784071160.163383	1784071165.184574	1
037	dram_bw	1784071165.190627	1784071170.212811	1
038	dram_bw	1784071170.219211	1784071175.241784	1
039	dram_bw	1784071175.247526	1784071180.268427	1
040	dram_bw	1784071180.274347	1784071185.296354	1
041	dram_bw	1784071185.302490	1784071190.324715	1
042	dram_bw	1784071190.330564	1784071195.355151	1
043	dram_bw	1784071195.361344	1784071200.383740	1
044	dram_bw	1784071200.398574	1784071205.420604	1
045	dram_bw	1784071205.427178	1784071210.450277	1
046	dram_bw	1784071210.456627	1784071215.480128	1
047	dram_bw	1784071215.486747	1784071220.511411	1
048	dram_bw	1784071220.517476	1784071225.542808	1
049	dram_bw	1784071225.548895	1784071230.572128	1
050	dram_bw	1784071230.577803	1784071235.599300	1
051	dram_bw	1784071235.604915	1784071240.625713	1
052	dram_bw	1784071240.631513	1784071245.652571	1
053	dram_bw	1784071245.658406	1784071250.680811	1
054	dram_bw	1784071250.686805	1784071255.707981	1
055	dram_bw	1784071255.714110	1784071260.735705	1
056	dram_bw	1784071260.741892	1784071265.765347	1
057	dram_bw	1784071265.771563	1784071270.793113	1
058	dram_bw	1784071270.799042	1784071275.820258	1
059	dram_bw	1784071275.826294	1784071280.847790	1
060	dram_bw	1784071280.853593	1784071285.874768	1
061	dram_bw	1784071285.880934	1784071290.902686	1
062	dram_bw	1784071290.908967	1784071295.929991	1
063	dram_bw	1784071295.936037	1784071300.957212	1
064	dram_bw	1784071300.963356	1784071305.985297	1
065	dram_bw	1784071305.991147	1784071311.012290	1
066	dram_bw	1784071311.018258	1784071316.042088	1
067	dram_bw	1784071316.050113	1784071321.078414	1
068	dram_bw	1784071321.084004	1784071326.104775	1
069	dram_bw	1784071326.110902	1784071331.132167	1
070	dram_bw	1784071331.138105	1784071336.159237	1
071	dram_bw	1784071336.165558	1784071341.188421	1
072	dram_bw	1784071341.194474	1784071346.216386	1
073	dram_bw	1784071346.222443	1784071351.245296	1
074	dram_bw	1784071351.251793	1784071356.280883	1
075	dram_bw	1784071356.286696	1784071361.311368	1
076	dram_bw	1784071361.317381	1784071366.352830	1
077	dram_bw	1784071366.358971	1784071371.383058	1
078	dram_bw	1784071371.390951	1784071376.427948	1
079	dram_bw	1784071376.435833	1784071381.468108	1
080	dram_bw	1784071381.476584	1784071386.528276	1
081	dram_bw	1784071386.538440	1784071391.567319	1
082	dram_bw	1784071391.576365	1784071396.612947	1
083	dram_bw	1784071396.622528	1784071401.654880	1
084	dram_bw	1784071401.662372	1784071406.692729	1
085	dram_bw	1784071406.700712	1784071411.732613	1
086	dram_bw	1784071411.740267	1784071416.766697	1
087	dram_bw	1784071416.774809	1784071421.802718	1
088	dram_bw	1784071421.810295	1784071426.845922	1
089	dram_bw	1784071426.853711	1784071431.885839	1
090	dram_bw	1784071431.893294	1784071436.927748	1
091	dram_bw	1784071436.936137	1784071441.966191	1
092	dram_bw	1784071441.973683	1784071447.000917	1
093	dram_bw	1784071447.008452	1784071452.039253	1
094	dram_bw	1784071452.047121	1784071457.076673	1
095	dram_bw	1784071457.084337	1784071462.120120	1
096	dram_bw	1784071462.128030	1784071467.163456	1
097	dram_bw	1784071467.171369	1784071472.209220	1
098	dram_bw	1784071472.217144	1784071477.248003	1
099	dram_bw	1784071477.255656	1784071482.296324	1
100	dram_bw	1784071482.304433	1784071487.341580	1
101	dram_bw	1784071487.349436	1784071492.381848	1
102	dram_bw	1784071492.389813	1784071497.423409	1
103	dram_bw	1784071497.431296	1784071502.468604	1
104	dram_bw	1784071502.476431	1784071507.510265	1
105	dram_bw	1784071507.519778	1784071512.557638	1
106	dram_bw	1784071512.566248	1784071517.599933	1
107	dram_bw	1784071517.608054	1784071522.639886	1
108	dram_bw	1784071522.648335	1784071527.680702	1
109	dram_bw	1784071527.689013	1784071532.734446	1
110	dram_bw	1784071532.742800	1784071537.772840	1
111	dram_bw	1784071537.780696	1784071542.816144	1
112	dram_bw	1784071542.823999	1784071547.856240	1
113	dram_bw	1784071547.864360	1784071552.903870	1
114	dram_bw	1784071552.911378	1784071557.945189	1
115	dram_bw	1784071557.952972	1784071562.982778	1
116	dram_bw	1784071562.990325	1784071568.024909	1
117	dram_bw	1784071568.032850	1784071573.060896	1
118	dram_bw	1784071573.068855	1784071578.103011	1
119	dram_bw	1784071578.111059	1784071583.137169	1
120	dram_bw	1784071583.144829	1784071588.176642	1
121	dram_bw	1784071588.184384	1784071593.217549	1
122	dram_bw	1784071593.225317	1784071598.257693	1
123	dram_bw	1784071598.266374	1784071603.296130	1
124	dram_bw	1784071603.303654	1784071608.347924	1
125	dram_bw	1784071608.356099	1784071613.399737	1
126	dram_bw	1784071613.407388	1784071618.448980	1
127	dram_bw	1784071618.456602	1784071623.493614	1
128	dram_bw	1784071623.501071	1784071628.530544	1
129	dram_bw	1784071628.538092	1784071633.570098	1
130	dram_bw	1784071633.577521	1784071638.608598	1
131	dram_bw	1784071638.616167	1784071643.654303	1
132	dram_bw	1784071643.662056	1784071648.692467	1
133	dram_bw	1784071648.699896	1784071653.729701	1
134	dram_bw	1784071653.737017	1784071658.773086	1
135	dram_bw	1784071658.780701	1784071663.812671	1
136	dram_bw	1784071663.820126	1784071668.853711	1
137	dram_bw	1784071668.861442	1784071673.894842	1
138	dram_bw	1784071673.902386	1784071678.930814	1
139	dram_bw	1784071678.938455	1784071683.967204	1
140	dram_bw	1784071683.974901	1784071689.008633	1
141	dram_bw	1784071689.016291	1784071694.043070	1
142	dram_bw	1784071694.050627	1784071699.088850	1
143	dram_bw	1784071699.096006	1784071704.129028	1
144	dram_bw	1784071704.136527	1784071709.169727	1
145	dram_bw	1784071709.177254	1784071714.212381	1
146	dram_bw	1784071714.220682	1784071719.259643	1
147	dram_bw	1784071719.267083	1784071724.299081	1
148	dram_bw	1784071724.306599	1784071729.337422	1
149	dram_bw	1784071729.344810	1784071734.377704	1
150	dram_bw	1784071734.385300	1784071739.415475	1
151	dram_bw	1784071739.423306	1784071744.453920	1
152	dram_bw	1784071744.461708	1784071749.494505	1
153	dram_bw	1784071749.502162	1784071754.535380	1
154	dram_bw	1784071754.543067	1784071759.575040	1
155	dram_bw	1784071759.582980	1784071764.615190	1
156	dram_bw	1784071764.623058	1784071769.660792	1
157	dram_bw	1784071769.668567	1784071774.699011	1
158	dram_bw	1784071774.706749	1784071779.737696	1
159	dram_bw	1784071779.745557	1784071784.773617	1
160	dram_bw	1784071784.780832	1784071789.811192	1
161	dram_bw	1784071789.820531	1784071794.856520	1
