13815.716682 1
13817.254368 1
13820.161095 13
13821.262322 13
13824.998322 13
13825.770157 13
13830.654812 13
13830.666488 13
13833.919756 0
13833.929767 13
13836.887710 0
13837.235117 0
13844.206093 1
13845.528705 1
13845.807085 1
13851.818613 0
13851.820173 12
13851.830273 12
13857.847576 0
13857.857985 0
13861.711843 0
13861.723962 0
13868.013684 0
13868.373739 13
13873.655461 13
13874.643884 1
13874.647157 13
13874.657258 13
13880.613524 13
13880.625509 13
13886.378758 13
13887.008069 13
13887.018169 13
13890.853434 13
13890.863377 12
13893.990997 12
13898.157452 0
13898.159128 12
13898.169228 12
13901.602932 1
13904.852520 12
13905.191068 12
13906.309394 12
13914.330891 13
13914.342970 13
13917.616786 0
13918.050987 13
13918.061087 13
13922.182262 0
13922.530300 0
13922.540400 0
13929.232752 0
13929.244844 0
13929.254945 0
13932.836693 0
13932.848836 0
13938.958677 1
13939.306517 0
13939.309745 1
13939.319845 1
13943.874063 13
13944.721890 13
13944.731990 13
13947.713190 1
13948.104588 1
13948.114689 1
13956.007486 1
13956.017586 1
13956.903606 1
13960.763284 12
13961.161098 12
13961.171213 12
13965.645203 13
13966.008004 12
13966.018104 12
13966.028205 12
13970.112435 12
13970.124648 12
13970.134749 12
13973.487475 13
13973.499554 13
13973.509654 13
13982.450411 0
13982.979654 1
13982.991422 1
13983.001523 1
13987.470370 0
13987.482645 0
13987.492746 0
13991.424594 13
13991.427980 1
13991.436839 13
13991.446956 13
13999.185432 0
13999.603524 0
13999.613624 0
14003.691327 13
14006.989570 13
14006.999671 13
14007.009771 13
14013.516120 0
14013.906090 1
14013.909340 0
14013.919440 0
14014.029642 0
14021.234726 12
14021.244828 12
14024.256172 1
14028.026223 12
14028.038384 12
14028.048485 12
14032.432443 12
14032.870368 1
14032.880622 1
14032.890722 1
14043.312890 13
14050.224273 12
14053.628805 0
14059.641641 1
14060.430696 13
14060.441958 13
14060.454282 13
14060.464383 13
14066.304611 1
14066.317013 1
14066.327114 1
14067.283765 0
14071.889772 1
14072.622975 1
14072.633076 1
14078.000466 1
14079.056393 1
14079.066509 1
14079.076610 1
14084.510042 0
14086.068449 0
14086.078549 0
14086.088650 0
14090.234563 1
14090.697126 1
14090.707226 1
14090.717327 1
14094.425859 1
14094.743514 0
14094.750555 1
14094.760655 1
14094.770756 1
14100.983076 13
14101.445604 12
14101.458342 12
14101.468443 12
14101.478544 12
14125.075001 13
14138.697039 12
14152.282671 1
14152.746023 0
14152.750594 1
14152.760695 1
14152.770796 1
14159.814501 1
14159.828245 0
14159.838345 0
14160.549167 0
14162.753347 1
14165.557418 13
14166.158668 0
14166.167265 13
14166.177367 13
14175.153319 12
14175.159270 0
14175.171144 12
14175.182248 12
14175.188027 13
14175.200725 13
14176.110787 13
14186.007527 0
14186.021041 0
14186.031141 0
14186.041243 0
14190.938082 0
14190.951376 0
14190.961477 0
14190.971578 0
14195.012053 1
14195.024485 1
14195.034585 1
14195.044686 1
14199.588168 12
14201.199224 0
14201.670288 13
14201.680389 13
14201.690490 13
14201.700590 13
14201.710692 13
14205.833092 13
14206.305383 0
14206.310056 13
14206.320176 13
14206.330277 13
14206.340377 13
14206.350478 13
14212.346921 1
14212.821324 12
14212.831424 12
14212.841525 12
14212.851627 12
14219.662050 0
14220.146168 0
14220.156321 0
14220.166548 0
14220.176650 0
14220.186750 0
14220.196852 0
14222.104662 13
14222.906709 1
14226.610779 1
14226.624145 1
14226.634246 1
14226.644347 1
14226.654448 1
14226.666785 1
14230.564393 12
14230.577822 12
14230.588137 12
14230.599553 12
14230.609653 12
14230.619755 12
14233.600558 12
14234.090539 13
14234.102393 13
14234.112573 13
14234.122674 13
14234.132798 13
14234.142899 13
14234.153000 13
14236.764668 0
14239.981407 0
14239.987426 13
14239.999491 13
14240.010840 13
14240.020940 13
14240.031041 13
14240.041142 13
14246.151769 13
14246.652495 12
14246.665832 12
14246.675931 12
14246.686072 12
14246.696173 12
14246.708742 12
14251.222148 1
14254.047065 12
14254.757340 1
14254.767440 1
14254.777541 1
14254.787642 1
14254.797743 1
14254.808069 1
14261.563170 12
14262.180564 12
14262.190664 12
14262.202193 12
14262.212293 12
14262.222419 12
14262.232520 12
14262.242621 12
14264.957668 0
14267.486001 13
14267.492226 0
14267.499923 13
14267.510023 13
14267.520125 13
14267.530226 13
14267.540353 13
14267.550453 13
14267.560555 13
14271.194604 0
14271.720432 0
14271.730532 0
14271.740633 0
14271.751056 0
14271.761157 0
14271.771258 0
14278.174005 13
14278.731713 12
14278.741951 12
14278.752537 12
14278.762638 12
14278.772739 12
14278.782644 13
14285.408117 0
14285.887150 1
14288.613258 12
14300.135234 0
14301.918613 0
14301.923075 13
14301.932485 0
14301.942585 0
14301.957765 13
14301.967896 13
14301.977997 13
14301.988098 13
14309.072516 1
14309.087422 0
14309.097522 0
14309.107623 0
14309.117724 0
14309.127825 0
14309.137926 0
14311.750586 0
14314.381756 12
14314.385909 1
14314.395898 12
14314.405999 12
14314.416463 12
14314.427643 12
14314.437744 12
14314.447859 12
14320.969808 0
14321.659590 13
14321.669795 13
14321.679895 13
14321.689997 13
14321.700097 13
14321.710198 13
14321.721318 13
14324.133153 0
14327.841617 0
14328.115825 1
14328.125926 1
14328.136094 1
14328.146195 1
14328.156296 1
14328.166397 1
14328.176498 1
14336.095484 0
14336.376741 13
14336.384604 0
14336.394704 0
14336.404829 0
14336.414929 0
14336.425030 0
14336.435131 0
14336.446229 0
14343.760550 13
14344.135013 12
14344.153228 13
14344.163329 13
14344.173429 13
14344.183530 13
14344.193632 13
14347.893675 13
14348.609870 0
14348.651893 1
14348.656721 0
14348.670178 0
14348.680279 0
14348.690380 0
14348.700480 0
14348.710581 0
14348.720683 0
14355.291238 12
14355.868790 12
14355.880511 12
14355.890639 12
14355.900740 12
14355.910841 12
14355.920942 12
14355.931043 12
14360.046207 12
14365.087678 0
14365.100336 0
14365.110437 0
14365.120538 0
14365.130640 0
14373.442255 0
14374.179175 0
14374.183024 13
14374.194893 0
14374.205012 0
14374.215113 0
14374.225266 0
14374.235368 0
14374.245469 0
14380.674103 13
14381.410161 13
14381.420262 13
14381.431538 13
14381.441639 13
14381.451740 13
14381.461842 13
14381.471966 13
14383.400700 0
14386.087626 13
14386.683449 13
14386.693608 13
14386.703709 13
14386.713811 13
14386.724676 13
14386.734974 13
14386.745075 13
14387.949813 1
14392.659726 0
14394.413466 0
14394.424556 13
14394.434673 13
14394.444774 13
14394.454876 13
14394.464978 13
14394.475080 13
14398.172648 0
14398.773955 0
14398.784056 0
14398.794172 0
14398.804294 0
14398.814395 0
14398.824497 0
14398.834598 0
14404.151142 12
14404.445296 0
14404.459665 0
14404.469766 0
14404.479867 0
14404.489969 0
14404.500219 0
14404.511720 0
14406.456375 0
14406.556590 1
14409.672739 1
14409.688715 1
