win	group	t_start	t_end	alive_after
000	fe_lat	1784125016.275492	1784125021.342044	1
001	dram_bw	1784125021.342106	1784125026.361651	1
002	fpbr	1784125026.361737	1784125031.387385	1
003	fe	1784125031.387447	1784125036.409602	1
004	core_ports	1784125036.409663	1784125041.430103	1
005	mlp	1784125041.430162	1784125046.447758	1
006	priv	1784125046.448364	1784125051.471042	1
007	cache	1784125051.471128	1784125056.491792	1
008	cache	1784125056.492999	1784125061.513627	1
009	fe	1784125061.513713	1784125066.536474	1
010	dram_bw	1784125066.536558	1784125071.564065	1
011	fe_lat	1784125071.564127	1784125076.586485	1
012	fpbr	1784125076.586547	1784125081.605400	1
013	priv	1784125081.605460	1784125086.628732	1
014	core_ports	1784125086.628792	1784125091.651452	1
015	mlp	1784125091.651536	1784125096.669698	1
016	core_ports	1784125096.670815	1784125101.691740	1
017	fpbr	1784125101.691805	1784125106.711994	1
018	fe_lat	1784125106.712082	1784125111.732944	1
019	dram_bw	1784125111.733029	1784125116.751770	1
020	priv	1784125116.751860	1784125121.770873	1
021	mlp	1784125121.770963	1784125126.788818	1
022	cache	1784125126.788907	1784125131.810445	1
023	fe	1784125131.810531	1784125136.840100	1
024	fe_lat	1784125136.841686	1784125141.871317	1
025	mlp	1784125141.871410	1784125146.890396	1
026	fpbr	1784125146.890484	1784125151.913617	1
027	dram_bw	1784125151.913707	1784125156.942258	1
028	fe	1784125156.942357	1784125161.969828	1
029	priv	1784125161.969914	1784125166.991000	1
030	core_ports	1784125166.991082	1784125172.015918	1
031	cache	1784125172.015982	1784125177.037288	1
032	fpbr	1784125177.038406	1784125182.059047	1
033	dram_bw	1784125182.059113	1784125187.078451	1
034	fe	1784125187.078515	1784125192.102374	1
035	mlp	1784125192.102459	1784125197.121024	1
036	fe_lat	1784125197.121111	1784125202.142424	1
037	cache	1784125202.142511	1784125207.164855	1
038	priv	1784125207.164940	1784125212.184578	1
039	core_ports	1784125212.184665	1784125217.205279	1
040	core_ports	1784125217.206476	1784125222.228751	1
041	fpbr	1784125222.228833	1784125227.253437	1
042	fe_lat	1784125227.253522	1784125232.276033	1
043	mlp	1784125232.276117	1784125237.293956	1
044	priv	1784125237.294040	1784125242.313177	1
045	dram_bw	1784125242.313263	1784125247.331926	1
046	cache	1784125247.332011	1784125252.353351	1
047	fe	1784125252.353440	1784125257.386298	1
048	dram_bw	1784125257.387927	1784125262.427303	1
049	fe	1784125262.427414	1784125267.470553	1
050	core_ports	1784125267.471774	1784125272.511290	1
051	fpbr	1784125272.511385	1784125277.530862	1
052	priv	1784125277.530942	1784125282.561012	1
053	cache	1784125282.561073	1784125287.586259	1
054	fe_lat	1784125287.586324	1784125292.612059	1
055	mlp	1784125292.612121	1784125297.634237	1
056	core_ports	1784125297.635515	1784125302.657902	1
