win	group	t_start	t_end	alive_after
057	fe	1784125302.657987	1784125307.679458	1
058	fe_lat	1784125307.679519	1784125312.702355	1
059	mlp	1784125312.702417	1784125317.719762	1
060	priv	1784125317.719823	1784125322.740194	1
061	cache	1784125322.740265	1784125327.766071	1
062	fpbr	1784125327.766135	1784125332.786352	1
063	dram_bw	1784125332.786416	1784125337.805080	1
064	cache	1784125337.806191	1784125342.826376	1
065	fpbr	1784125342.826442	1784125347.845545	1
066	dram_bw	1784125347.845608	1784125352.864862	1
067	mlp	1784125352.864927	1784125357.882273	1
068	fe	1784125357.882344	1784125362.902993	1
069	priv	1784125362.903055	1784125367.921793	1
070	core_ports	1784125367.921858	1784125372.944540	1
071	fe_lat	1784125372.944604	1784125377.964745	1
072	fe_lat	1784125377.966041	1784125382.988470	1
073	fe	1784125382.988556	1784125388.013363	1
074	dram_bw	1784125388.013426	1784125393.033038	1
075	cache	1784125393.033125	1784125398.057078	1
076	priv	1784125398.057140	1784125403.076009	1
077	core_ports	1784125403.076073	1784125408.097179	1
078	fpbr	1784125408.097241	1784125413.120326	1
079	mlp	1784125413.120402	1784125418.137873	1
080	fe	1784125418.138977	1784125423.164300	1
081	mlp	1784125423.164375	1784125428.193732	1
082	fpbr	1784125428.193817	1784125433.213186	1
083	cache	1784125433.213272	1784125438.234968	1
084	core_ports	1784125438.235033	1784125443.270058	1
085	priv	1784125443.270155	1784125448.297294	1
086	fe_lat	1784125448.297384	1784125453.318963	1
087	dram_bw	1784125453.319025	1784125458.337137	1
088	fe_lat	1784125458.338265	1784125463.358396	1
089	dram_bw	1784125463.358461	1784125468.376558	1
090	fpbr	1784125468.376623	1784125473.396304	1
091	core_ports	1784125473.396382	1784125478.420184	1
092	mlp	1784125478.420253	1784125483.440504	1
093	cache	1784125483.440587	1784125488.463863	1
094	priv	1784125488.463951	1784125493.486251	1
095	fe	1784125493.486346	1784125498.506884	1
096	fpbr	1784125498.508090	1784125503.537355	1
097	fe	1784125503.537441	1784125508.576037	1
098	priv	1784125508.576125	1784125513.614271	1
099	core_ports	1784125513.614365	1784125518.659236	1
100	dram_bw	1784125518.659321	1784125523.695364	1
101	cache	1784125523.695456	1784125528.741312	1
102	fe_lat	1784125528.741405	1784125533.781042	1
103	mlp	1784125533.781130	1784125538.808348	1
104	core_ports	1784125538.809464	1784125543.830663	1
105	priv	1784125543.830726	1784125548.849775	1
106	mlp	1784125548.849839	1784125553.867423	1
107	dram_bw	1784125553.867486	1784125558.885788	1
108	fe	1784125558.885852	1784125563.908622	1
109	fpbr	1784125563.908684	1784125568.929203	1
110	cache	1784125568.929264	1784125573.950521	1
111	fe_lat	1784125573.950599	1784125578.971883	1
112	fe_lat	1784125578.973026	1784125583.994765	1
113	fpbr	1784125583.994825	1784125589.013967	1
114	fe	1784125589.014032	1784125594.035242	1
115	mlp	1784125594.035308	1784125599.052933	1
116	cache	1784125599.052997	1784125604.073957	1
117	core_ports	1784125604.074021	1784125609.094679	1
118	dram_bw	1784125609.094744	1784125614.113214	1
119	priv	1784125614.113281	1784125619.132221	1
120	mlp	1784125619.133344	1784125624.150817	1
121	fe	1784125624.150883	1784125629.171928	1
122	priv	1784125629.171992	1784125634.192939	1
123	fe_lat	1784125634.193000	1784125639.213544	1
124	dram_bw	1784125639.213608	1784125644.232763	1
125	cache	1784125644.232833	1784125649.253609	1
126	fpbr	1784125649.253691	1784125654.273778	1
127	core_ports	1784125654.273842	1784125659.294470	1
128	core_ports	1784125659.295591	1784125664.315943	1
129	priv	1784125664.316008	1784125669.334951	1
130	cache	1784125669.335012	1784125674.357027	1
131	fe_lat	1784125674.357089	1784125679.377880	1
132	fe	1784125679.377944	1784125684.398272	1
133	dram_bw	1784125684.398344	1784125689.416521	1
134	mlp	1784125689.416584	1784125694.434426	1
135	fpbr	1784125694.434492	1784125699.455092	1
136	fpbr	1784125699.456208	1784125704.475449	1
137	core_ports	1784125704.475515	1784125709.497215	1
138	fe	1784125709.497288	1784125714.519594	1
139	cache	1784125714.519659	1784125719.541078	1
140	priv	1784125719.541145	1784125724.562394	1
141	mlp	1784125724.562458	1784125729.579765	1
142	fe_lat	1784125729.579831	1784125734.600292	1
143	dram_bw	1784125734.600368	1784125739.619151	1
144	mlp	1784125739.620319	1784125744.638742	1
145	cache	1784125744.638807	1784125749.660592	1
146	fe_lat	1784125749.660657	1784125754.680934	1
147	dram_bw	1784125754.681018	1784125759.700810	1
148	core_ports	1784125759.700873	1784125764.722151	1
149	fpbr	1784125764.722214	1784125769.741339	1
150	priv	1784125769.741404	1784125774.765530	1
151	fe	1784125774.765594	1784125779.787163	1
152	core_ports	1784125779.788291	1784125784.810856	1
153	cache	1784125784.810923	1784125789.831679	1
154	fe_lat	1784125789.831743	1784125794.852611	1
155	fpbr	1784125794.852672	1784125799.872224	1
156	priv	1784125799.872289	1784125804.891176	1
157	fe	1784125804.891238	1784125809.911566	1
158	mlp	1784125809.911632	1784125814.929541	1
159	dram_bw	1784125814.929605	1784125819.949015	1
160	fpbr	1784125819.950285	1784125824.969315	1
161	mlp	1784125824.969386	1784125829.987663	1
162	cache	1784125829.987731	1784125835.010627	1
163	fe	1784125835.010689	1784125840.031091	1
164	dram_bw	1784125840.031157	1784125845.049770	1
165	core_ports	1784125845.049835	1784125850.070565	1
166	fe_lat	1784125850.070632	1784125855.091315	1
167	priv	1784125855.091390	1784125860.117310	1
168	dram_bw	1784125860.118785	1784125865.150310	0
