win	group	t_start	t_end	alive_after
000	core_ports	1784072191.534880	1784072196.589748	1
001	core_ports	1784072196.595741	1784072201.623396	1
002	core_ports	1784072201.629174	1784072206.653326	1
003	core_ports	1784072206.660543	1784072211.684517	1
004	core_ports	1784072211.690464	1784072216.713606	1
005	core_ports	1784072216.719869	1784072221.747554	1
006	core_ports	1784072221.753656	1784072226.783130	1
007	core_ports	1784072226.789379	1784072231.813867	1
008	core_ports	1784072231.820029	1784072236.849773	1
009	core_ports	1784072236.855600	1784072241.885925	1
010	core_ports	1784072241.891762	1784072246.916237	1
011	core_ports	1784072246.923163	1784072251.950386	1
012	core_ports	1784072251.956113	1784072256.980316	1
013	core_ports	1784072256.986365	1784072262.011157	1
014	core_ports	1784072262.017205	1784072267.041098	1
015	core_ports	1784072267.047102	1784072272.072079	1
016	core_ports	1784072272.078256	1784072277.104169	1
017	core_ports	1784072277.110227	1784072282.133547	1
018	core_ports	1784072282.139829	1784072287.163591	1
019	core_ports	1784072287.169829	1784072292.193086	1
020	core_ports	1784072292.199181	1784072297.222742	1
021	core_ports	1784072297.229144	1784072302.252806	1
022	core_ports	1784072302.258749	1784072307.282219	1
023	core_ports	1784072307.288339	1784072312.311732	1
024	core_ports	1784072312.317348	1784072317.341216	1
025	core_ports	1784072317.347376	1784072322.370284	1
026	core_ports	1784072322.377125	1784072327.400459	1
027	core_ports	1784072327.406602	1784072332.429812	1
028	core_ports	1784072332.435930	1784072337.459754	1
029	core_ports	1784072337.465726	1784072342.489014	1
030	core_ports	1784072342.495046	1784072347.518312	1
031	core_ports	1784072347.524204	1784072352.549121	1
032	core_ports	1784072352.555939	1784072357.579080	1
033	core_ports	1784072357.585843	1784072362.608839	1
034	core_ports	1784072362.615163	1784072367.642851	1
035	core_ports	1784072367.648662	1784072372.674554	1
036	core_ports	1784072372.680766	1784072377.704780	1
037	core_ports	1784072377.710577	1784072382.733247	1
038	core_ports	1784072382.738838	1784072387.761712	1
039	core_ports	1784072387.767361	1784072392.791112	1
040	core_ports	1784072392.796791	1784072397.824614	1
041	core_ports	1784072397.830134	1784072402.853116	1
042	core_ports	1784072402.858762	1784072407.881552	1
043	core_ports	1784072407.887510	1784072412.911496	1
044	core_ports	1784072412.917550	1784072417.940412	1
045	core_ports	1784072417.946307	1784072422.969196	1
046	core_ports	1784072422.975060	1784072427.998981	1
047	core_ports	1784072428.004793	1784072433.028031	1
048	core_ports	1784072433.035416	1784072438.059449	1
049	core_ports	1784072438.065781	1784072443.090049	1
050	core_ports	1784072443.095887	1784072448.118874	1
051	core_ports	1784072448.124653	1784072453.147981	1
052	core_ports	1784072453.154161	1784072458.177654	1
053	core_ports	1784072458.183472	1784072463.207657	1
054	core_ports	1784072463.213628	1784072468.236814	1
055	core_ports	1784072468.242544	1784072473.265727	1
056	core_ports	1784072473.271695	1784072478.295304	1
057	core_ports	1784072478.301076	1784072483.324491	1
058	core_ports	1784072483.330486	1784072488.354740	1
059	core_ports	1784072488.360773	1784072493.384024	1
060	core_ports	1784072493.390269	1784072498.412975	1
061	core_ports	1784072498.419265	1784072503.444639	1
062	core_ports	1784072503.450522	1784072508.473648	1
063	core_ports	1784072508.479460	1784072513.503961	1
064	core_ports	1784072513.509847	1784072518.533433	1
065	core_ports	1784072518.539693	1784072523.565092	1
066	core_ports	1784072523.570921	1784072528.595136	1
067	core_ports	1784072528.601445	1784072533.626194	1
068	core_ports	1784072533.632765	1784072538.655993	1
069	core_ports	1784072538.661895	1784072543.685404	1
070	core_ports	1784072543.691284	1784072548.714925	1
071	core_ports	1784072548.721400	1784072553.745606	1
072	core_ports	1784072553.751842	1784072558.776684	1
073	core_ports	1784072558.783775	1784072563.807707	0
