win	group	t_start	t_end	alive_after
000	fe_lat	1784069786.988480	1784069792.035467	1
001	fe_lat	1784069792.041412	1784069797.064199	1
002	fe_lat	1784069797.070123	1784069802.094875	1
003	fe_lat	1784069802.101734	1784069807.128116	1
004	fe_lat	1784069807.134323	1784069812.157953	1
005	fe_lat	1784069812.163773	1784069817.187358	1
006	fe_lat	1784069817.193671	1784069822.219432	1
007	fe_lat	1784069822.226180	1784069827.250954	1
008	fe_lat	1784069827.257035	1784069832.282503	1
009	fe_lat	1784069832.288276	1784069837.311469	1
010	fe_lat	1784069837.317575	1784069842.340833	1
011	fe_lat	1784069842.346668	1784069847.369661	1
012	fe_lat	1784069847.375479	1784069852.398438	1
013	fe_lat	1784069852.404278	1784069857.428473	1
014	fe_lat	1784069857.434148	1784069862.456927	1
015	fe_lat	1784069862.462982	1784069867.485774	1
016	fe_lat	1784069867.491437	1784069872.515606	1
017	fe_lat	1784069872.521194	1784069877.544181	1
018	fe_lat	1784069877.549809	1784069882.575484	1
019	fe_lat	1784069882.581312	1784069887.603994	1
020	fe_lat	1784069887.609819	1784069892.632639	1
021	fe_lat	1784069892.638609	1784069897.661221	1
022	fe_lat	1784069897.666797	1784069902.690475	1
023	fe_lat	1784069902.696542	1784069907.721362	1
024	fe_lat	1784069907.727282	1784069912.750109	1
025	fe_lat	1784069912.755916	1784069917.779720	1
026	fe_lat	1784069917.785457	1784069922.808610	1
027	fe_lat	1784069922.814583	1784069927.849098	1
028	fe_lat	1784069927.856064	1784069932.879427	1
029	fe_lat	1784069932.885175	1784069937.908178	1
030	fe_lat	1784069937.913774	1784069942.936697	1
031	fe_lat	1784069942.942484	1784069947.965677	1
032	fe_lat	1784069947.971530	1784069952.995761	1
033	fe_lat	1784069953.001719	1784069958.025249	1
034	fe_lat	1784069958.031583	1784069963.055708	1
035	fe_lat	1784069963.061978	1784069968.086026	1
036	fe_lat	1784069968.092287	1784069973.115556	1
037	fe_lat	1784069973.121453	1784069978.144331	1
038	fe_lat	1784069978.150366	1784069983.176398	1
039	fe_lat	1784069983.183088	1784069988.207823	1
040	fe_lat	1784069988.214529	1784069993.238317	1
041	fe_lat	1784069993.244181	1784069998.267488	1
042	fe_lat	1784069998.273415	1784070003.298261	1
043	fe_lat	1784070003.312763	1784070008.337968	1
044	fe_lat	1784070008.343684	1784070013.368175	1
045	fe_lat	1784070013.374636	1784070018.398497	1
046	fe_lat	1784070018.404029	1784070023.427101	1
047	fe_lat	1784070023.432913	1784070028.465510	1
048	fe_lat	1784070028.471579	1784070033.510991	1
049	fe_lat	1784070033.516821	1784070038.546242	1
050	fe_lat	1784070038.552074	1784070043.586018	1
051	fe_lat	1784070043.591894	1784070048.625092	1
052	fe_lat	1784070048.632428	1784070053.656682	1
053	fe_lat	1784070053.662312	1784070058.685545	1
054	fe_lat	1784070058.691509	1784070063.714638	1
055	fe_lat	1784070063.720664	1784070068.745116	1
056	fe_lat	1784070068.752549	1784070073.777222	1
057	fe_lat	1784070073.783253	1784070078.806831	1
058	fe_lat	1784070078.812620	1784070083.835871	1
059	fe_lat	1784070083.841816	1784070088.864917	1
060	fe_lat	1784070088.870885	1784070093.893731	1
061	fe_lat	1784070093.899538	1784070098.924402	1
062	fe_lat	1784070098.930546	1784070103.954458	1
063	fe_lat	1784070103.960691	1784070108.984780	1
064	fe_lat	1784070108.991448	1784070114.015894	1
065	fe_lat	1784070114.022750	1784070119.049559	1
066	fe_lat	1784070119.055189	1784070124.078884	1
067	fe_lat	1784070124.085081	1784070129.108888	1
068	fe_lat	1784070129.114631	1784070134.139391	1
069	fe_lat	1784070134.145984	1784070139.170021	1
070	fe_lat	1784070139.175856	1784070144.198455	1
071	fe_lat	1784070144.204210	1784070149.227405	1
072	fe_lat	1784070149.233073	1784070154.256448	1
073	fe_lat	1784070154.262529	1784070159.286313	1
074	fe_lat	1784070159.292922	1784070164.318496	1
075	fe_lat	1784070164.325104	1784070169.349453	1
076	fe_lat	1784070169.355593	1784070174.379349	1
077	fe_lat	1784070174.385407	1784070179.409850	1
078	fe_lat	1784070179.416393	1784070184.443338	1
079	fe_lat	1784070184.449937	1784070189.475847	1
080	fe_lat	1784070189.482912	1784070194.507907	1
081	fe_lat	1784070194.514490	1784070199.539492	1
082	fe_lat	1784070199.546027	1784070204.570410	1
083	fe_lat	1784070204.576185	1784070209.600849	1
084	fe_lat	1784070209.607481	1784070214.632682	1
085	fe_lat	1784070214.639000	1784070219.663628	1
086	fe_lat	1784070219.669719	1784070224.692883	1
087	fe_lat	1784070224.698720	1784070229.723432	1
088	fe_lat	1784070229.730007	1784070234.756493	1
089	fe_lat	1784070234.763612	1784070239.787751	1
090	fe_lat	1784070239.793706	1784070244.817884	1
091	fe_lat	1784070244.824444	1784070249.849889	1
092	fe_lat	1784070249.856479	1784070254.880558	1
093	fe_lat	1784070254.886170	1784070259.910028	1
094	fe_lat	1784070259.916578	1784070264.944136	1
095	fe_lat	1784070264.950259	1784070269.977081	1
096	fe_lat	1784070269.983557	1784070275.008757	1
097	fe_lat	1784070275.015132	1784070280.041033	1
098	fe_lat	1784070280.046833	1784070285.070121	1
099	fe_lat	1784070285.075839	1784070290.098972	1
100	fe_lat	1784070290.104663	1784070295.128614	1
101	fe_lat	1784070295.134715	1784070300.157949	1
102	fe_lat	1784070300.163916	1784070305.187640	1
103	fe_lat	1784070305.194231	1784070310.218096	1
104	fe_lat	1784070310.224090	1784070315.247959	1
105	fe_lat	1784070315.253853	1784070320.276939	1
106	fe_lat	1784070320.282787	1784070325.307176	1
107	fe_lat	1784070325.313792	1784070330.344059	1
108	fe_lat	1784070330.350134	1784070335.377781	1
109	fe_lat	1784070335.384275	1784070340.409978	1
110	fe_lat	1784070340.415999	1784070345.440346	1
111	fe_lat	1784070345.446542	1784070350.470278	1
112	fe_lat	1784070350.476238	1784070355.500156	1
113	fe_lat	1784070355.506395	1784070360.530415	1
114	fe_lat	1784070360.536375	1784070365.560641	1
115	fe_lat	1784070365.581072	1784070370.605699	1
116	fe_lat	1784070370.611606	1784070375.635833	1
117	fe_lat	1784070375.642692	1784070380.668361	1
118	fe_lat	1784070380.674827	1784070385.700271	1
119	fe_lat	1784070385.706121	1784070390.730306	1
120	fe_lat	1784070390.736495	1784070395.761013	1
121	fe_lat	1784070395.766889	1784070400.790991	1
122	fe_lat	1784070400.796600	1784070405.822086	1
123	fe_lat	1784070405.828733	1784070410.855568	1
124	fe_lat	1784070410.861674	1784070415.885131	1
125	fe_lat	1784070415.890611	1784070420.918031	1
126	fe_lat	1784070420.924016	1784070425.946694	1
127	fe_lat	1784070425.952641	1784070430.975756	1
128	fe_lat	1784070430.981927	1784070436.006025	1
129	fe_lat	1784070436.012123	1784070441.036227	1
130	fe_lat	1784070441.042570	1784070446.066593	1
131	fe_lat	1784070446.072661	1784070451.096568	1
132	fe_lat	1784070451.102946	1784070456.128075	1
133	fe_lat	1784070456.134898	1784070461.159369	0
